Stem,Status,Description,LineData
90_PNG.rf.1597ecc218b197956b73c6f3375f564e,MALFORMED,Invalid part count,2 0.089962509375 0.5923561390625001 0.11106295156249998 0.762859553125 0.2457807671875 0.8992622328125 0.41296085312499997 0.95447290625 0.5200858968750001 0.9625921156249999 0.718105040625 0.965839875 0.8300993343749999 0.9496014515625 0.9356012984375001 0.8261893125 0.9615711109375 0.6897866968749999 0.9453400406249999 0.550136134375 0.8625614781250001 0.355275021875 0.748943978125 0.2432298578125 0.5574174109375 0.222119915625 0.4275688390625 0.2951928296875 0.41296085312499997 0.2951928296875 0.24253460312500003 0.4721916390625 0.089962509375 0.5923561390625001
91_PNG.rf.18b21e183d64df810055e318e04f185b,VALID,,
91_PNG.rf.94cfefc026d4da658327645136ed1722,MALFORMED,Invalid part count,2 0.0510079109375 0.4997969734375 0.0152996078125 0.7449971828125 0.039646214062500004 0.9090053843750001 0.1613792453125 0.9837021203124999 0.5947487984375 1 0.831722540625 0.9999405484375 0.9404706703124999 0.829437071875 0.956701740625 0.61671378125 0.8836619203125 0.3845041734375 0.5219155484375 0.1992694828125 0.30583580781249997 0.2610920984375 0.1321632671875 0.335788896875 0.0510079109375 0.4997969734375
92_jpg.rf.8c61c7d35355681e8f3fdcf6fb028bcd,VALID,,
92_PNG.rf.781087b6c94d554b9944638de112637b,VALID,,
93_jpg.rf.539d22ff263e5405220f381751d04f09,VALID,,
93_jpg.rf.7df76adc0bb954e41f91847d434bd23b,VALID,,
93_PNG.rf.78cc1126364d21b6581aa794157ec42d,MALFORMED,Invalid part count,2 0.22954969687500001 0.2773305265625 0.19708755312499998 0.35852265625 0.0737314375 0.4429624828125 0.013676521875 0.6037229281250001 0 0.832684709375 0.0088071515625 0.9853259375000001 0.8349687046875 1 0.9161240625 0.9447298749999999 0.9729328125000001 0.7222634859375 0.9842945140625 0.5306500093750001 0.9388474640625001 0.42185254531250005 0.8203608390625 0.2740828890625 0.7116124640625 0.23673445937499998 0.3285592046875 0.20263379062500003 0.2439122984375 0.057224026562499995 0.16949478125 0.0256349546875 0.1808564828125 0.123065509375 0.22954969687500001 0.2773305265625
94_PNG.rf.ee680c606a104bd552b8235cf9759fcf,MALFORMED,Invalid part count,2 0.1224246515625 0.5728698921875 0.076977603125 0.7011534828125 0.02990759375 0.8359324687499999 0.0152996078125 0.9690875140624999 0.1500174234375 0.9772067281249999 0.38049870937499997 0.9983167281249999 0.8008833578125 1 0.8463304062500001 0.9398582953125001 0.8641846828125 0.8602901078125 0.8787925484375 0.7677310046875 0.8690540531250001 0.619961353125 0.8723002187500001 0.467320125 0.8609385171874999 0.3926233890625 0.8560691468750001 0.265963678125 0.925862803125 0.0938363265625 0.8528229828124999 0.041873379687500004 0.774913790625 0.1393039375 0.615849240625 0.212376821875 0.32206687968750003 0.29844053125 0.2685042953125 0.3504034421875 0.172740946875 0.45108169687500005 0.1224246515625 0.5728698921875
96_jpg.rf.8b52cba8b0e1bc249f6dda5e431af911,VALID,,
96_PNG.rf.4fb4c127e71fe488810c3167a2d8f861,MALFORMED,Invalid part count,2 0.062369735937500004 0.10357944687500001 0.1191784859375 0.2578444640625 0.1078166609375 0.30006434843749996 0.038023129687500004 0.4039902984375 0.023415142187499998 0.5923561390625001 0.0055609859375000004 0.7579879734375 0.023415142187499998 0.89601459375 0.1630023296875 0.9837021203124999 0.81549146875 1 0.8820387140625 0.9625921156249999 0.925862803125 0.8781523531250001 0.976178978125 0.71576803125 0.9502094109374999 0.550136134375 0.9080085265625 0.4039902984375 0.8511997765625001 0.2773305265625 0.4421767046875 0.24972525 0.2068261734375 0.22049603593749997 0.122159053125 0.022727271875 0.13703263906250002 0.0093965265625 0.041269295312499996 0.024011103125 0.062369735937500004 0.10357944687500001
96_PNG.rf.9ec83adb5deca4312ae971eda5ebdc1a,VALID,,
97_jpg.rf.4862e2a25fa769e0cd0fbd3a55aeaecb,VALID,,
97_jpg.rf.e3e0ab6d5fb6727a717517f609944426,VALID,,
97_PNG.rf.803ef21c9339fe320797d82ebb3044b3,MALFORMED,Invalid part count,2 0.4584077765625 0 0.43893054062500003 0.046744896875000004 0.3886142453125 0.0954602359375 0.2506501390625 0.129560875 0.2084493796875 0.147423146875 0.0980780453125 0.256220584375 0.026661303125 0.3893756921875 0.042892374999999996 0.6102182593750001 0.062369735937500004 0.7271349421875 0.072108353125 0.7872171921875 0.089962509375 0.8813999859375 0.156509875 0.9869497546874999 0.8641846828125 0.9853259375000001 0.888531290625 0.93498684375 0.9404706703124999 0.8083270718750001 0.9696866468750001 0.6686766296875 0.976178978125 0.5225307953125 0.9664404828125001 0.3536511421875 0.8950236203124999 0.20263379062500003 0.7846522859375 0.1279370890625 0.576894646875 0.1052032359375 0.5947487984375 0 0.4584077765625 0
98_PNG.rf.798a88d2361dfa64ca2b53d1d4f62863,VALID,,
98_PNG.rf.a18364316fd66eecd28c806021764d12,MALFORMED,Invalid part count,2 0.0818469734375 0.3471558078125 0.023415142187499998 0.5793652859375 0.044515459375 0.7238873031249999 0.0915855890625 0.85541853125 0.24253460312500003 0.9690875140624999 0.7067433390625 1 0.8576921078125 0.9203722359375 0.9437168343750001 0.7417495484375001 0.9583249468749999 0.6654290578125 0.930731928125 0.5160354015624999 0.8901542499999999 0.415357146875 0.849576571875 0.3536511421875 0.7651750484375001 0.24972525 0.6872658578124999 0.20263379062500003 0.7505671828125 0.041873379687500004 0.602864334375 0.0142680453125 0.56228665625 0.0516164109375 0.49736237499999997 0.1880192140625 0.4291919234375 0.2107530046875 0.323689959375 0.24972525 0.0818469734375 0.3471558078125
99_jpg.rf.b7905c0b875141b5f086c9dcdeb75535,VALID,,
99_PNG.rf.f75c4f43b1d393024c7f3ee6ff02efe9,VALID,,
9_PNG.rf.3f0421f4cf7aabd90b1470fd0e333817,VALID,,
9_PNG.rf.69a370b10c23ed3cf58463ba47adeb3d,VALID,,
9_PNG.rf.8ba33d1ad554cf1282a62fe875eee834,VALID,,
9_PNG.rf.f26810f1d934120a5c6ee5991783051e,MALFORMED,Invalid part count,2 0.12080156718749999 0.441338665625 0.19708755312499998 0.4933016421875 0.2457807671875 0.613465959375 0.273373665625 0.8115748296874999 0.38699116093749997 0.9366106609375 0.5736484828124999 0.9593444828125 0.786275490625 0.928491446875 0.8836619203125 0.8700331390624999 0.9583249468749999 0.6914103890625001 0.9745560171875001 0.395871084375 0.9437168343750001 0.2383583390625 0.8479536109374999 0.1149462953125 0.6580500046875 0.017515740625 0.5135934468750001 0.020763406249999998 0.33829795156250003 0.16853315156249998 0.260388759375 0.23023912968750002 0.1678717015625 0.3341650171875 0.12080156718749999 0.441338665625
